f_Hz,mag,mag_dB,phase_deg
6061.89899349757,0.00094773241830736,-60.4662852713024,-7.92610651458049
6251.53435368971,0.000947444839500308,-60.4689213073663,-8.17323277430254
6447.10210732387,0.000947139177961203,-60.4717239726414,-8.42801015955558
6648.78783841726,0.000946814309518383,-60.474703741139,-8.69067035570663
6856.78293664174,0.000946469041786897,-60.4778717375643,-8.96145156312212
7071.284778943,0.000946102110247917,-60.4812397767408,-9.24059863156581
7292.49691684144,0.000945712174131622,-60.4848204052919,-9.52836319233365
7520.62926959241,0.000945297812097608,-60.4886269456925,-9.82500378746967
7755.898323389,0.000944857517707319,-60.4926735428067,-10.1307859953368
7998.52733679671,0.000944389694683515,-60.4969752130289,-10.4459825517395
8248.74655261458,0.000943892651952472,-60.5015478961498,-10.7708734657132
8506.79341636415,0.000943364598465424,-60.50640851007,-11.1057461290045
8772.91280161336,0.000942803637796755,-60.5115750084865,-11.4508954181702
9047.35724234929,0.000942207762517648,-60.5170664416778,-11.8066237881198
9330.38717262036,0.000941574848345297,-60.5229030205129,-12.1732413558103
9622.27117367514,0.000940902648069476,-60.529106183812,-12.5510659726861
9923.28622883255,0.000940188785260184,-60.5356986691809,-12.9404232843239
10233.7179863252,0.000939430747762346,-60.5427045874415,-13.3416467756055
10553.8610303652,0.000938625880986164,-60.5501495007762,-13.7550777995933
10884.0191606901,0.000937771381004673,-60.5580605046967,-14.1810655881271
11224.5056808531,0.000936864287473505,-60.5664663139433,-14.6199672419918
11575.6436955331,0.000935901476391705,-60.5753973524073,-15.0721476983327
11937.7664171444,0.000934879652726856,-60.5848858471617,-15.5379796728046
12311.2174820389,0.000933795342932711,-60.5949659266665,-16.0178435737492
12696.3512765997,0.000932644887393059,-60.6056737232024,-16.512127385488
13093.5332735361,0.000931424432831787,-60.6170474795614,-17.0212265176085
13503.1403786987,0.00093012992473597,-60.6291276600004,-17.5455436168961
13925.5612887446,0.000928757099846469,-60.641957065438,-18.0854883383428
14361.1968599908,0.000927301478778959,-60.6555809528356,-18.6414770714276
14810.4604888068,0.000925758358847558,-60.6700471586737,-19.2139326176323
15273.7785039071,0.000924122807173323,-60.6854062263829,-19.803283814917
15751.5905709162,0.000922389654170906,-60.7017115375474,-20.4099651046507
16244.3501095887,0.000920553487518521,-60.7190194466371,-21.0344160362588
16752.5247240822,0.000918608646729136,-60.7373894189655,-21.6770807046364
17276.5966466903,0.000916549218454456,-60.7568841714986,-22.3384071151649
17817.0631954573,0.000914369032667694,-60.777569816063,-23.0188464709903
18374.4372461072,0.000912061659886311,-60.7995160044146,-23.7188523770572
18949.2477187382,0.000909620409611714,-60.8227960745352,-24.4388799552695
19542.0400797405,0.000907038330179193,-60.8474871974182,-25.1793848650596
20153.3768594174,0.000904308210227943,-60.8736705234945,-25.940822223617
